customer_id,first_name,last_name,email,signup_date,country,segment
1308,Yvonne,Francis,kimmark@yahoo.com,2023-11-30,FR,ONLINE_ONLY
1309,Natalie,Hampton,colleen19@yahoo.com,2025-04-30,IN,RETAIL
1310,Mr.,Randall Thomas PhD,barrykevin@yahoo.com,2025-02-15,DE,WHOLESALE
1311,Briana,May,danieldavis@hotmail.com,2025-02-13,IN,ONLINE_ONLY
1312,Nichole,Cruz,baileyjulia@gmail.com,2023-12-22,FR,VIP
1313,Brad,Fisher,robert32@gmail.com,2023-12-30,UK,RETAIL
1314,Jacqueline,Lawson,brianmartin@hotmail.com,2025-01-02,SG,ONLINE_ONLY
1315,Ronald,White,rsanchez@hotmail.com,2024-06-14,DE,VIP
1316,James,Fisher,masseyjennifer@gmail.com,2023-05-11,US,ONLINE_ONLY
1317,Nicole,Parker,qlevy@gmail.com,2023-06-25,FR,VIP
1318,Anna,Conrad,ericlynn@yahoo.com,2023-09-20,DE,WHOLESALE
1319,Vanessa,Henry,vbenton@yahoo.com,2023-03-05,SG,VIP
1320,Robert,Bowers,laurengreene@hotmail.com,2024-05-22,IN,ONLINE_ONLY
1321,Susan,Jones,krodriguez@hotmail.com,2023-09-08,US,RETAIL
1322,Tina,Hart,mannbrandi@gmail.com,2024-08-30,IN,ONLINE_ONLY
1323,Jose,Thomas,robertthornton@yahoo.com,2025-11-12,US,VIP
1324,Michael,Johnson,xwalker@yahoo.com,2025-11-03,SG,WHOLESALE
1325,John,Stevens,garzajulia@yahoo.com,2024-02-27,SG,VIP
1326,David,Guerrero,parksanna@hotmail.com,2022-12-03,UK,ONLINE_ONLY
1327,Jasmin,Collier,zcampbell@hotmail.com,2024-08-07,IN,RETAIL
1328,Desiree,Clark,garciatammy@hotmail.com,2023-06-21,IN,ONLINE_ONLY
1329,Scott,Smith,yarcher@yahoo.com,2024-10-11,DE,ONLINE_ONLY
1330,Kelly,Hurley,dixonrick@gmail.com,2024-08-02,UK,RETAIL
1331,Shelia,Fuentes,,2024-03-24,US,RETAIL
1332,Kevin,Huerta,csmith@yahoo.com,2023-03-19,US,VIP
1333,Linda,Bates,scott44@hotmail.com,2025-05-08,DE,VIP
1334,Erica,Cortez DDS,pkaiser@yahoo.com,2024-02-14,IN,RETAIL
1335,Ms.,Kathy Clark,johnhanson@yahoo.com,2025-03-10,IN,ONLINE_ONLY
1336,Billy,Boyer,dcarpenter@hotmail.com,2024-02-19,FR,RETAIL
1337,Yolanda,Chen,sarahmiles@gmail.com,2024-12-21,FR,ONLINE_ONLY
1338,David,Riley,ryanlee@hotmail.com,2024-09-19,DE,RETAIL
1339,Kevin,Fischer DVM,paul34@yahoo.com,2024-12-08,UK,VIP
1340,Laura,Rosales,youngjared@yahoo.com,2023-01-10,DE,RETAIL
1341,Michael,Campbell,wreynolds@gmail.com,2023-12-20,SG,WHOLESALE
1342,Dylan,Smith,walshscott@hotmail.com,2023-06-24,FR,WHOLESALE
1343,Michelle,Vance,jordanbrian@gmail.com,2023-09-14,SG,VIP
1344,Laura,Reed,qwallace@hotmail.com,2025-09-02,US,WHOLESALE
1345,Kathryn,Miller,kellydesiree@gmail.com,2025-06-17,UK,ONLINE_ONLY
1346,Ryan,Salas,michaelharmon@gmail.com,2024-09-05,UK,VIP
1347,Cynthia,Hall,robertsrobert@gmail.com,2024-08-26,US,RETAIL
1348,Robin,Cook,keith79@hotmail.com,2023-03-15,US,VIP
1349,Kari,King,dgray@yahoo.com,2025-04-07,UK,VIP
1350,Aaron,Garcia,,2024-03-15,UK,VIP
1351,Jessica,Castro,katelynrobinson@gmail.com,2025-03-03,IN,ONLINE_ONLY
1352,Jacob,Yang,jessica37@yahoo.com,2025-02-28,UK,WHOLESALE
1353,Jennifer,Ferguson,uburch@yahoo.com,2023-09-18,SG,VIP
1354,Savannah,Barr,amanda57@hotmail.com,2024-02-20,FR,WHOLESALE
1355,Janice,Lamb,jonathanmoses@hotmail.com,2025-07-08,DE,RETAIL
1356,Ebony,Ball,snyderdavid@hotmail.com,2023-08-24,US,ONLINE_ONLY
1357,Elizabeth,Smith,gregoryhoffman@hotmail.com,2025-02-16,IN,VIP
1358,Thomas,Newton,shuff@hotmail.com,2023-08-11,UK,VIP
1359,Thomas,Franco,scottsylvia@gmail.com,2025-09-28,UK,VIP
1360,Barbara,Mccullough,albert42@hotmail.com,2024-08-03,UK,VIP
1361,Christine,Kelley,enelson@gmail.com,2023-01-16,SG,WHOLESALE
1362,John,Vance,claytontaylor@hotmail.com,2025-04-28,UK,ONLINE_ONLY
1363,Jeffrey,Cordova,apierce@yahoo.com,2023-01-31,FR,WHOLESALE
1364,Jody,Lopez,barry68@yahoo.com,2023-09-06,DE,ONLINE_ONLY
1365,Cheryl,Hebert,lmcbride@yahoo.com,2023-12-21,US,VIP
1366,Kelly,Matthews,zhines@yahoo.com,2023-02-10,UK,
1367,Regina,Reynolds,john48@hotmail.com,2025-06-22,SG,VIP
1368,Stephanie,Robertson,jennifer05@gmail.com,2025-02-07,FR,WHOLESALE
1369,Veronica,Mckinney,martinstephanie@yahoo.com,2025-10-08,UK,VIP
1370,Charles,Wilson,aaronwalker@hotmail.com,2025-02-11,UK,VIP
1371,Michael,Simpson,benjamin62@hotmail.com,2024-07-27,UK,
1372,Stephen,Mack,lisa57@yahoo.com,2024-01-26,FR,WHOLESALE
1373,Sarah,Gonzalez,gregorybeck@hotmail.com,2023-04-22,FR,WHOLESALE
1374,Christopher,Allen,fisheranne@yahoo.com,2022-12-07,SG,RETAIL
1375,Kenneth,Adams,fhenderson@hotmail.com,2024-04-29,SG,VIP
1376,Michelle,Davis,dawn34@gmail.com,2023-07-08,SG,WHOLESALE
1377,Beverly,Baker,ryan03@hotmail.com,2024-06-22,DE,ONLINE_ONLY
1378,Joseph,Weaver,davidfowler@gmail.com,2025-09-06,SG,RETAIL
1379,Samuel,Marquez,janetbrown@hotmail.com,2025-02-15,DE,VIP
1380,Mackenzie,Ali,ospencer@gmail.com,2025-04-06,US,ONLINE_ONLY
1381,Michelle,Martinez,cunninghamraymond@gmail.com,2025-03-26,US,ONLINE_ONLY
1382,Aimee,Reeves,danny19@yahoo.com,2023-11-16,SG,WHOLESALE
1383,Sharon,Scott,evansdeborah@yahoo.com,2023-08-26,SG,VIP
1384,Benjamin,Woodard,thomas17@gmail.com,2023-05-23,DE,RETAIL
1385,Jenny,Douglas,sthompson@gmail.com,2023-10-10,DE,VIP
1386,Derrick,Barber,aguilarbryce@hotmail.com,2024-01-23,FR,VIP
1387,Alan,Pearson,joycecox@gmail.com,2024-12-10,FR,VIP
1388,Wyatt,Welch,wellsvalerie@hotmail.com,2024-09-11,FR,RETAIL
1389,Michele,White,charles77@gmail.com,2025-02-08,UK,RETAIL
1390,Carrie,Garrett,angela06@gmail.com,2024-11-17,IN,WHOLESALE
1391,Sheila,Thompson,melissa74@yahoo.com,2023-12-17,SG,ONLINE_ONLY
1392,Brittany,Meyer,floresalex@gmail.com,2024-10-21,US,RETAIL
1393,John,Burch,jray@gmail.com,2025-09-03,FR,VIP
1394,Christopher,Wilson,kingdavid@yahoo.com,2024-04-25,UK,VIP
1395,Billy,Kelly,alexandria48@hotmail.com,2024-12-02,IN,RETAIL
1396,David,Marsh,herbert74@yahoo.com,2023-09-18,IN,ONLINE_ONLY
1397,Bobby,Walker,fowleranthony@gmail.com,2022-12-01,US,WHOLESALE
1398,Brian,Hall,johnware@gmail.com,2025-03-03,DE,ONLINE_ONLY
1399,Jacob,Moody,jessicawilson@yahoo.com,2024-06-15,DE,VIP
1400,Frederick,Ruiz,mikaylabruce@yahoo.com,2024-05-18,SG,WHOLESALE
1401,Gabriel,Rogers,dylan82@yahoo.com,2023-08-05,UK,RETAIL
1402,Michael,Rojas,hannahdrake@yahoo.com,2024-01-21,DE,RETAIL
1403,Joseph,Harrell,claytonisaac@hotmail.com,2023-07-21,UK,VIP
1404,Veronica,Hardy,hendersonfernando@hotmail.com,2023-11-21,IN,RETAIL
1405,James,Castillo,johnsonamber@yahoo.com,2024-06-19,SG,WHOLESALE
1406,Kari,Carter,millsdavid@hotmail.com,2023-02-20,UK,ONLINE_ONLY
1407,Wayne,Davis,mcintoshpatrick@hotmail.com,2024-10-01,UK,VIP
1408,Gregory,Horton,washingtonalexandria@gmail.com,2023-01-27,US,VIP
1409,Michael,Green,turnergrace@yahoo.com,2024-03-11,UK,VIP
1410,Jonathan,Smith,noah12@hotmail.com,2023-01-16,IN,VIP
1411,Dean,Ortiz,mccoydeborah@hotmail.com,2023-03-29,SG,VIP
1412,Ann,Rogers,carolmoody@hotmail.com,2025-01-24,UK,RETAIL
1413,Matthew,Combs,larrythompson@yahoo.com,2022-11-20,UK,RETAIL
1414,Michael,Collins,mariahclark@yahoo.com,2025-06-20,SG,RETAIL
1415,Ryan,Johnston,antonio29@gmail.com,2025-09-09,IN,ONLINE_ONLY
1416,Julie,Hayes,joseph93@gmail.com,2024-05-06,SG,RETAIL
1417,Sean,Luna,tmartinez@hotmail.com,2025-07-03,SG,WHOLESALE
1418,Adrian,Sanchez,savagejeffrey@hotmail.com,2025-02-03,SG,WHOLESALE
1419,Benjamin,Gomez,randy26@hotmail.com,2023-04-24,FR,WHOLESALE
1420,Larry,Thomas,bleblanc@yahoo.com,2024-09-22,FR,WHOLESALE
1421,Yvonne,Woods,rmiller@gmail.com,2023-06-19,UK,VIP
1422,Tiffany,Johnson,bryanjackson@gmail.com,2025-07-20,DE,WHOLESALE
1423,Rachel,Clark,michael47@hotmail.com,2024-04-22,DE,WHOLESALE
1424,Debra,Patterson,cadkins@hotmail.com,2025-01-27,US,VIP
1425,Brianna,Mccoy,hbaker@gmail.com,2024-02-05,DE,RETAIL
1426,Megan,Zhang,chrishughes@yahoo.com,2024-01-15,SG,WHOLESALE
1427,Jamie,Carter,robert73@hotmail.com,2025-04-15,DE,VIP
1428,Jackie,Ruiz,bianca35@yahoo.com,2023-09-29,DE,RETAIL
1429,Jacob,Miller,jonesfrancisco@yahoo.com,2023-10-04,SG,WHOLESALE
1430,Stephen,Burch MD,orozcodebra@gmail.com,2024-02-03,US,ONLINE_ONLY
1431,Jasmine,Clark,browncaleb@hotmail.com,2025-08-12,SG,RETAIL
1432,Richard,Sharp,jbender@yahoo.com,2024-06-18,FR,RETAIL
1433,Sarah,Newman,calvinmolina@yahoo.com,2023-11-08,FR,WHOLESALE
1434,Jessica,Cline,shawn60@gmail.com,2025-03-06,UK,ONLINE_ONLY
1435,Denise,Dominguez MD,marycox@gmail.com,2025-04-22,US,VIP
1436,Francisco,King,antonio57@hotmail.com,2023-01-30,IN,ONLINE_ONLY
1437,Christian,Sanders,dixonamanda@hotmail.com,2023-01-16,SG,VIP
1438,Barbara,Choi,lmartinez@hotmail.com,2023-03-25,FR,ONLINE_ONLY
1439,Douglas,Thompson,tjones@hotmail.com,2023-11-28,FR,VIP
1440,Mr.,Tyler Leon II,hendersonerin@gmail.com,2023-04-29,FR,VIP
1441,Ashley,Beasley,jeremyjackson@gmail.com,2025-03-27,FR,RETAIL
1442,Scott,Wells,williamsonlisa@gmail.com,2023-12-31,UK,ONLINE_ONLY
1443,Joann,Stephens,qbrown@hotmail.com,2023-05-22,DE,WHOLESALE
1444,Andre,Chase,contreraslisa@hotmail.com,2023-07-30,SG,ONLINE_ONLY
1445,Timothy,Daniel,rjenkins@yahoo.com,2025-07-20,FR,RETAIL
1446,Taylor,Davis,randalljonathan@gmail.com,2024-05-11,SG,WHOLESALE
1447,Mrs.,Theresa Tucker,david68@yahoo.com,2023-08-12,UK,RETAIL
1448,Thomas,Brown,qdunn@hotmail.com,2023-08-01,US,ONLINE_ONLY
1449,William,Garcia,vduarte@hotmail.com,2025-03-21,IN,WHOLESALE
1450,Zachary,Johnson,zbrewer@yahoo.com,2024-09-02,UK,WHOLESALE
1451,Veronica,Jones,prestonbenjamin@yahoo.com,2023-08-24,FR,VIP
1452,Joel,Rice,vmorrison@gmail.com,2024-05-26,DE,WHOLESALE
1453,Ashley,Olsen,charles64@yahoo.com,2024-05-01,FR,VIP
1454,Robert,Whitaker,shicks@yahoo.com,2024-02-20,DE,WHOLESALE
1455,Mason,Lawson,michellechen@yahoo.com,2024-12-05,DE,WHOLESALE
1456,Timothy,Larson,nicolepope@gmail.com,2023-09-30,FR,WHOLESALE
1457,Mathew,Woods,imartinez@hotmail.com,2024-03-15,DE,ONLINE_ONLY
1458,Michael,Ross,abruce@hotmail.com,2024-02-21,US,WHOLESALE
1459,Bruce,Fuller,,2023-09-23,UK,VIP
1460,Ronald,Oliver,,2023-11-19,FR,RETAIL
1461,Richard,Jennings,bmontoya@gmail.com,2024-02-25,UK,RETAIL
1462,Chelsea,Marshall,hornecarrie@yahoo.com,2024-03-05,DE,WHOLESALE
1463,Sheila,Owens,barry69@gmail.com,2024-09-19,US,VIP
1464,Katrina,Clark,connor01@hotmail.com,2024-08-11,FR,VIP
1465,Louis,Wilson,ryan59@yahoo.com,2023-02-15,DE,VIP
1466,Chelsea,Hall,paul77@gmail.com,2024-07-12,DE,VIP
1467,David,Velasquez,joshuawilkinson@hotmail.com,2025-03-15,DE,
1468,Briana,Finley,williamcastillo@yahoo.com,2024-01-12,IN,RETAIL
1469,Alicia,Gray,manningtodd@gmail.com,2023-01-12,US,ONLINE_ONLY
1470,Deborah,Bush,jason11@gmail.com,2025-01-14,IN,ONLINE_ONLY
1471,Jeremy,Perez,adamacevedo@hotmail.com,2025-11-16,US,ONLINE_ONLY
1472,Daniel,Bass,alexis06@gmail.com,2024-01-09,US,VIP
1473,Kevin,House,armstrongmark@hotmail.com,2025-05-16,FR,VIP
1474,Lindsay,Lee,qgarza@hotmail.com,2024-05-19,FR,RETAIL
1475,Olivia,Morgan,richardrojas@yahoo.com,2023-11-10,FR,RETAIL
1476,Morgan,Davis,robertking@hotmail.com,2024-03-18,UK,ONLINE_ONLY
1477,Arthur,Swanson,jeffrey59@yahoo.com,2025-09-04,FR,RETAIL
1478,Omar,Vega,williamdickson@yahoo.com,2023-03-10,SG,VIP
1479,John,Williams,cindy83@gmail.com,2025-05-14,FR,WHOLESALE
1480,Anthony,Warren,hernandeztravis@hotmail.com,2023-02-02,DE,RETAIL
1481,Christopher,Williams,vbradshaw@gmail.com,2025-11-03,SG,WHOLESALE
1482,Dana,Hensley,ipruitt@gmail.com,2023-09-29,UK,RETAIL
1483,Vickie,Bowman,thomashanson@gmail.com,2024-04-13,DE,ONLINE_ONLY
1484,Theresa,Adkins,ruth54@yahoo.com,2024-07-04,UK,RETAIL
1485,Catherine,Parker,wilsonmark@yahoo.com,2023-02-26,DE,RETAIL
1486,John,Hodges,cgreen@yahoo.com,2024-01-01,US,WHOLESALE
1487,Larry,Massey,gregory39@gmail.com,2023-01-13,SG,ONLINE_ONLY
1488,Robert,Gonzales,tammybell@hotmail.com,2024-11-07,SG,VIP
1489,Kyle,Sparks,lisaholt@hotmail.com,2023-08-07,US,WHOLESALE
1490,Charles,Johnson,mfarley@yahoo.com,2023-12-14,,WHOLESALE
1491,Anthony,Peters,zfranco@yahoo.com,2025-11-01,IN,ONLINE_ONLY
1492,Marie,Suarez,byrdcandice@gmail.com,2023-03-08,FR,ONLINE_ONLY
1493,Jeremy,Robinson Jr.,omoon@gmail.com,2023-06-06,FR,WHOLESALE
1494,Whitney,Watts,arodriguez@hotmail.com,2024-06-16,UK,ONLINE_ONLY
1495,Willie,Miller,crawfordamy@yahoo.com,2025-04-20,UK,ONLINE_ONLY
1496,Luis,Ortiz,megan52@yahoo.com,2024-11-14,,RETAIL
1497,Geoffrey,Kramer,samuelglass@gmail.com,2024-11-22,US,VIP
1498,Lisa,Lara DVM,james14@hotmail.com,2023-04-26,IN,ONLINE_ONLY
1499,April,Ross,matthew43@gmail.com,2024-04-21,SG,WHOLESALE
1500,Carlos,Moss,jenkinsrandy@yahoo.com,2023-03-14,SG,WHOLESALE
1501,Joseph,Contreras,wnunez@gmail.com,2025-10-19,US,WHOLESALE
1502,John,Atkinson,suzannebrandt@hotmail.com,2025-08-18,SG,ONLINE_ONLY
1503,Shannon,Ross,michael78@yahoo.com,2025-08-17,US,VIP
1504,Anthony,Osborn,shansen@gmail.com,2023-05-17,,WHOLESALE
1505,Makayla,Anderson,josephtravis@yahoo.com,2023-03-26,FR,ONLINE_ONLY
1506,Courtney,Harris MD,melody90@hotmail.com,2025-11-14,SG,VIP
1507,Carla,Walsh,xjohnson@hotmail.com,2024-10-17,DE,VIP
1508,Claudia,Wallace,scottmiddleton@yahoo.com,2023-11-13,IN,RETAIL
1509,Lisa,Houston,garcialinda@yahoo.com,2024-09-09,DE,ONLINE_ONLY
1510,Timothy,Griffin,jensenrodney@gmail.com,2024-01-07,SG,ONLINE_ONLY
1511,Rebekah,Pham,ydavenport@hotmail.com,2025-01-26,DE,VIP
1512,Terry,Sutton,qanderson@gmail.com,2024-03-20,UK,RETAIL
1513,Emily,Curtis,shannon36@hotmail.com,2024-10-27,SG,
1514,Ashley,Weaver,wendywoods@hotmail.com,2023-09-18,SG,VIP
1515,Trevor,Jones,pwood@yahoo.com,2024-04-02,SG,ONLINE_ONLY
1516,Leah,Woods,monroestephanie@yahoo.com,2025-05-23,IN,VIP
1517,Russell,Smith,reynoldsdavid@hotmail.com,2024-03-07,US,VIP
1518,Kenneth,Adams,cassieconrad@gmail.com,2024-11-20,US,VIP
1519,Eric,Harrison,brittany50@gmail.com,2023-06-19,UK,ONLINE_ONLY
1520,Shannon,Acosta,ymiller@yahoo.com,2023-09-19,UK,ONLINE_ONLY
1521,Rachel,Guerrero,ryan44@hotmail.com,2025-03-10,FR,WHOLESALE
1522,Lisa,Walker,,2025-05-18,FR,VIP
1523,Jeffrey,Fowler,angela40@yahoo.com,2024-04-26,UK,RETAIL
1524,Christopher,Murillo,michelle32@yahoo.com,2024-08-06,IN,RETAIL
1525,Shannon,Pacheco,judith43@hotmail.com,2024-06-29,SG,VIP
1526,Kelly,Smith,davidflores@gmail.com,2023-05-01,IN,RETAIL
1527,Cynthia,Hale,duartekevin@hotmail.com,2025-07-22,US,VIP
1528,Meghan,Moore,amanda26@gmail.com,2025-09-10,DE,RETAIL
1529,Dr.,Jacqueline Smith,flewis@gmail.com,2024-03-13,DE,WHOLESALE
1530,Andre,Lamb,traceymelton@yahoo.com,2023-11-14,,WHOLESALE
1531,Peter,Tucker,lauren29@hotmail.com,2024-01-15,SG,ONLINE_ONLY
1532,Jillian,Hansen,jamesterri@hotmail.com,2024-01-05,US,ONLINE_ONLY
1533,John,Brooks,eaustin@gmail.com,2023-05-21,IN,ONLINE_ONLY
1534,Terri,Preston,tina84@yahoo.com,2023-09-12,UK,RETAIL
1535,Brian,Gonzalez,fhudson@yahoo.com,2024-01-03,UK,WHOLESALE
1536,Justin,Hawkins,danieljones@hotmail.com,2025-03-29,IN,VIP
1537,Michele,Melton,,2024-08-08,SG,ONLINE_ONLY
1538,Amanda,Beltran,paul61@hotmail.com,2024-02-02,SG,WHOLESALE
1539,Steven,Moore,johnsonmegan@hotmail.com,2025-09-11,DE,RETAIL
1540,Shawn,Cox,littlejames@hotmail.com,2024-02-20,SG,RETAIL
1541,Justin,Walker,chapmanmorgan@gmail.com,2022-12-18,IN,WHOLESALE
1542,Charles,Bennett,paul42@gmail.com,2023-03-13,DE,RETAIL
1543,Caroline,Davis,yorkkathy@gmail.com,2023-11-29,US,WHOLESALE
1544,Stephanie,Kennedy,scotttara@hotmail.com,2023-02-14,FR,VIP
1545,Janet,Nunez,courtneyhurst@yahoo.com,2023-12-06,IN,RETAIL
1546,Ethan,Pruitt,marybarnes@yahoo.com,2024-05-10,SG,ONLINE_ONLY
1547,Christopher,Jackson,davisjohn@yahoo.com,2023-12-07,IN,VIP
1548,Juan,Griffin,jennifer76@yahoo.com,2025-04-30,SG,WHOLESALE
1549,Steven,Peters,john25@hotmail.com,2022-11-30,DE,RETAIL
1550,Megan,Hardy,arobinson@hotmail.com,2023-07-22,US,VIP
1551,Stephanie,Roberts,,2025-11-05,IN,RETAIL
1552,Danielle,Gibson,frankalvarez@gmail.com,2025-09-21,IN,ONLINE_ONLY
1553,Connor,Hensley,wjohnson@hotmail.com,2024-08-17,UK,ONLINE_ONLY
1554,Christopher,Adams,zbaldwin@yahoo.com,2023-04-23,US,VIP
1555,Natalie,Mitchell,morr@gmail.com,2025-03-20,US,WHOLESALE
1556,Jared,Hall,penny89@gmail.com,2024-11-22,IN,RETAIL
1557,James,Baldwin,abigailforbes@yahoo.com,2024-10-30,FR,WHOLESALE
1558,Maria,Cobb,cynthiapacheco@hotmail.com,2023-02-08,DE,ONLINE_ONLY
1559,Matthew,Lopez,smoore@hotmail.com,2024-05-28,SG,WHOLESALE
1560,Amanda,Matthews,tammymcguire@yahoo.com,2024-06-06,SG,WHOLESALE
1561,Gregory,Watkins,bjimenez@gmail.com,2023-09-20,DE,VIP
1562,Bradley,Padilla,amy48@yahoo.com,2023-07-10,US,RETAIL
1563,William,Simmons,qwheeler@hotmail.com,2025-07-17,IN,WHOLESALE
1564,David,Wright,nicholserin@hotmail.com,2023-06-16,IN,VIP
1565,Shawn,Mckee,gentrykatherine@hotmail.com,2023-08-01,UK,VIP
1566,Christopher,Carter,warrenkimberly@gmail.com,2024-08-29,UK,WHOLESALE
1567,Sarah,Francis,shane55@yahoo.com,2024-01-06,US,ONLINE_ONLY
1568,Valerie,Jennings,aclayton@hotmail.com,2024-11-10,SG,RETAIL
1569,Jessica,Sullivan PhD,cruzjames@gmail.com,2023-12-31,US,ONLINE_ONLY
1570,Kimberly,Hess,ggreen@gmail.com,2024-01-19,SG,RETAIL
1571,Lisa,Cline,marie99@hotmail.com,2023-01-01,SG,ONLINE_ONLY
1572,Jasmine,Christian,raymondgibson@yahoo.com,2024-09-12,US,WHOLESALE
1573,Michelle,Anderson,rachel38@hotmail.com,2024-01-05,SG,VIP
1574,Douglas,Martinez,reeserachel@yahoo.com,2024-12-09,UK,RETAIL
1575,Douglas,Ellis,fstewart@hotmail.com,2023-04-02,US,VIP
1576,Adam,Cole,leedestiny@hotmail.com,2025-04-15,DE,
1577,Jennifer,Fry DVM,iclark@gmail.com,2025-09-11,US,VIP
1578,Jennifer,Turner,danielmarshall@gmail.com,2024-07-02,SG,RETAIL
1579,Mercedes,Shields,,2023-06-12,FR,RETAIL
1580,Eric,Herring,nmcmillan@yahoo.com,2022-12-09,UK,ONLINE_ONLY
1581,Frank,Long,daniellerichardson@gmail.com,2024-10-13,US,VIP
1582,Steven,Cox,stafforderin@yahoo.com,2023-11-25,FR,VIP
1583,Grant,Espinoza,nchambers@gmail.com,2025-01-31,UK,WHOLESALE
1584,Sherri,Dyer,pmoore@gmail.com,2023-10-29,DE,RETAIL
1585,Darren,Gallagher,bonniesweeney@gmail.com,2024-10-12,IN,RETAIL
1586,Nichole,Moore,carriemejia@gmail.com,2024-08-12,IN,ONLINE_ONLY
1587,Joshua,Romero,alexandernash@hotmail.com,2024-03-05,US,RETAIL
1588,Kevin,Wang,nortonandrea@gmail.com,2022-12-25,IN,VIP
1589,Matthew,Martinez,flemingjoe@gmail.com,2023-02-14,FR,ONLINE_ONLY
1590,Catherine,Todd,rittertracy@hotmail.com,2023-06-06,SG,VIP
1591,Chad,Haynes,chad66@hotmail.com,2023-07-07,DE,VIP
1592,Allison,Phillips,charlesmartinez@gmail.com,2024-04-04,IN,WHOLESALE
1593,Dawn,Oliver,cynthia47@hotmail.com,2025-05-19,UK,RETAIL
1594,Paige,Moran,aallison@gmail.com,2025-09-27,UK,RETAIL
1595,Dennis,Reed,ginaglenn@hotmail.com,2023-01-15,FR,WHOLESALE
1596,William,Cervantes,garciasean@hotmail.com,2023-03-13,US,ONLINE_ONLY
1597,Dr.,Shelby Kidd,wmercado@hotmail.com,2024-02-29,DE,RETAIL
1598,John,Rowland,ujohnson@gmail.com,2024-10-31,UK,VIP
1599,Alvin,Baker,jbartlett@yahoo.com,2024-02-19,SG,WHOLESALE
1600,Tracey,Franklin,bellchristopher@hotmail.com,2025-09-03,IN,WHOLESALE
1601,Daniel,Wright,clinton67@yahoo.com,2025-04-13,IN,VIP
1602,David,Williamson,annlawrence@hotmail.com,2023-09-04,IN,VIP
1603,Jessica,Bullock,lpeterson@gmail.com,2025-05-31,FR,RETAIL
1604,Gary,Farmer,gomeznicole@yahoo.com,2025-01-03,UK,WHOLESALE
1605,Jennifer,Nichols,hughesalexis@gmail.com,2025-04-20,IN,RETAIL
1606,Jeff,Gallegos,craigdennis@yahoo.com,2025-07-16,SG,WHOLESALE
1607,Thomas,Cruz,garrettreid@yahoo.com,2023-03-04,SG,RETAIL
1608,Paul,Johnson,diazamy@hotmail.com,2025-06-20,US,VIP
1609,Danielle,Smith,lamroger@hotmail.com,2023-05-19,UK,ONLINE_ONLY
1610,Matthew,Jackson,melinda28@yahoo.com,2024-06-29,US,ONLINE_ONLY
1611,Carol,Macias,,2023-07-12,US,ONLINE_ONLY
1612,Angela,Greene,oknight@hotmail.com,2023-01-03,SG,RETAIL
1613,Thomas,Gilbert,amanda74@hotmail.com,2025-05-28,IN,ONLINE_ONLY
1614,Kristen,Chan,dianejensen@yahoo.com,2025-05-03,DE,ONLINE_ONLY
1615,Javier,Johnson,darren06@hotmail.com,2023-04-19,FR,RETAIL
1616,Anthony,Mcmillan,,2025-03-11,UK,RETAIL
1617,Sally,Preston,michael58@yahoo.com,2025-09-14,DE,VIP
1618,Tyler,Gill,,2024-10-14,FR,ONLINE_ONLY
1619,Aaron,Meyers,xfoley@hotmail.com,2023-11-09,IN,VIP
1620,Kenneth,Crosby,shelley36@gmail.com,2024-07-07,FR,WHOLESALE
1621,Kelly,Munoz,haynesalicia@yahoo.com,2024-01-11,,WHOLESALE
1622,Anthony,Carter,ievans@hotmail.com,2024-06-22,UK,RETAIL
1623,Marc,Medina,michaelsellers@gmail.com,2023-08-03,FR,RETAIL
1624,Mitchell,Harris,jhaynes@gmail.com,2023-08-26,US,RETAIL
1625,Natasha,Williams,kjohnson@yahoo.com,2023-12-17,IN,RETAIL
1626,Margaret,Luna,lynnfrey@yahoo.com,2024-04-16,US,RETAIL
1627,Stephanie,Pennington,josephhunter@gmail.com,2024-02-20,DE,ONLINE_ONLY
1628,Holly,Howard,tracy33@hotmail.com,2024-10-01,DE,WHOLESALE
1629,Jasmine,Lane,vgrimes@hotmail.com,2023-05-16,US,RETAIL
1630,Amanda,Allen,marthadaugherty@gmail.com,2023-03-17,FR,VIP
1631,Kristen,Shelton,amypowers@yahoo.com,2023-11-17,US,ONLINE_ONLY
1632,Miguel,Hall,smarsh@gmail.com,2024-06-28,US,VIP
1633,Timothy,Lewis,xreese@gmail.com,2024-08-23,SG,ONLINE_ONLY
1634,Kyle,Gardner,jamesle@gmail.com,2025-09-11,UK,RETAIL
1635,Christopher,Morgan,barbaraperez@hotmail.com,2022-12-25,FR,ONLINE_ONLY
1636,Michael,Austin,matthew75@hotmail.com,2024-05-28,IN,RETAIL
1637,Susan,Anderson,jodyfinley@yahoo.com,2023-01-02,US,WHOLESALE
1638,Matthew,Taylor,pgriffin@hotmail.com,2024-10-27,FR,RETAIL
1639,Patrick,Carroll,timothyreed@hotmail.com,2025-04-07,DE,RETAIL
1640,Frances,Bridges,brenda47@hotmail.com,2024-03-08,DE,ONLINE_ONLY
1641,Christopher,Gutierrez,rodgerstimothy@hotmail.com,2022-12-09,UK,ONLINE_ONLY
1642,Benjamin,Brown,gina31@gmail.com,2023-12-29,IN,VIP
1643,Holly,Boyd,,2023-05-08,IN,ONLINE_ONLY
1644,Joshua,Wilson,jason07@gmail.com,2023-02-07,US,ONLINE_ONLY
1645,Brianna,Gross,rickgarcia@gmail.com,2024-08-17,FR,ONLINE_ONLY
